No,レアリティ,COST,名称,HP (Lv1),HP (MAX),ATK (Lv1),ATK (MAX),効果,効果 (最大解放),備考,イラストレーター,フレーバーテキスト,攻撃力,宝具威力,ダメージプラス,特攻状態を付与,バスター,クイック,アーツ,クリティカル威力アップ,スター発生率,スター集中,毎ターンスター獲得,必中・無敵貫通,弱体付与率,防御無視を付与,防御力,ダメージカット,特防状態を付与,ガッツ状態を付与,回避・無敵,弱体耐性,弱体無効,HP毎ターン回復,HP回復量,HP最大値上昇,NPチャージ,NP獲得量,NP毎ターン獲得,ターゲット集中状態を付与,宝具チャージ段階上昇,退場時,報酬増加系,強化耐性,絆礼装,バレンタイン礼装
556,3,5,キャトルフィーユ,160,800,100,500,自身のQuickカードの性能を2%アップ＆Artsカードの性能を2%アップ＆Busterカードの性能を2%アップ＆精神異常付与成功率を3%アップ,3%/3%/3%/5%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,○,○,○,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
557,3,5,ネヴァーランド,0,0,200,1000,自身のスター発生率を4%アップ＆クリティカル威力を4%アップ＆宝具威力を4%アップ,自身のスター発生率を8%アップ＆クリティカル威力を8%アップ＆宝具威力を8%アップ,期間限定ガチャ,coming soon...,coming soon...,-,○,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
558,3,5,ラ・シエスタ,0,1500,0,0,自身に毎ターンHP50回復状態を付与＆毎ターンNP1%獲得状態を付与＆毎ターンスター1個獲得状態を付与,100/2%/2%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,○,-,-,-,-,-,-,-
559,4,9,ガーデン,-,100,-,100,-,自身がフィールドにいる間、味方全体の攻撃力を15%アップ,アーサーの絆Lv10,coming soon...,coming soon...,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
560,5,12,第六天魔王,0,0,500,2000,自身のBusterカード性能を15%アップ＆宝具威力を15%アップ,20%/20%,イベント期間限定,coming soon...,coming soon...,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
561,5,12,日輪の城,400,1600,250,1000,自身のクリティカル威力を15%アップ＆スター発生率を15%アップ＆NPを25%チャージした状態でバトルを開始する,20%/20%/40%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
562,5,12,壬生狼,0,0,500,2000,自身のQuickカード性能を8%アップ＆Busterカード性能を8%アップ＆毎ターンスターを3個獲得する状態を付与,10%/10%/4個,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
563,4,9,春風遊歩道,600,2250,0,0,自身のNP獲得量を15%アップ＆ダメージを300カットする状態を付与,20%/400,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
564,3,5,社交界の華,160,800,100,500,自身のQuickカード性能を4%アップ＆Artsカード性能を4%アップ,6%/6%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
565,4,9,ぐだぐだ明治維新,0,-,0,-,"効果なし(EXP30,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
566,3,5,ぐだぐだウェルカム,0,-,0,-,"効果なし (EXP18,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
567,4,9,誓いの羽織,-,100,-,100,-,ガッツ状態を付与(HP1回復、1回)＆クリティカル威力を30%アップ,土方歳三の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
568,4,9,小豆のお手玉,-,100,-,100,-,自身がフィールドにいる間、味方全体の宝具威力を25%アップ＆防御力を10%ダウン【デメリット】,茶々の絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
569,5,12,我らが征くは星の大海,0,0,500,2000,自身のBusterカード性能を15%アップ＆NP獲得量を15%アップ,20%/20%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
570,5,12,いつかの夏,750,3000,0,0,自身のQuickカード性能を8%アップ＆宝具威力を8%アップ＆NPを30%チャージした状態でバトルを開始する,10%/10%/50%,イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
571,4,9,月の海の生徒会,320,1200,200,750,自身のArtsカード性能を10%アップ＆Busterカード性能を10%アップ,15%/15%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
572,4,9,始まりの予感,320,1200,200,750,自身に毎ターンスター2個獲得状態を付与＆毎ターンNP2%獲得状態を付与,3/3%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-
573,3,5,ザ・ケージ,300,1500,0,0,自身のNPを10%チャージした状態でバトルを開始する＆被ダメージ時のNP獲得量を15%アップ,20%/20%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-
574,4,9,BBショット！,0,-,0,-,"効果なし (EXP30,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
575,4,9,輝くばかりの,-,100,-,100,-,自身のQuickカード性能を20%アップ＆クリティカル威力を30%アップ+自身がフィールドにいる間、自身を除く味方全体のクリティカル威力を10%ダウン【デメリット】,メルトリリスの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
576,4,9,目を逸らさずに,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を20%アップ＆弱体耐性を20%ダウン【デメリット】,パッションリップの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,○,-
577,4,9,路傍の夢,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を8%アップ＆Artsカード性能を8%アップ＆Busterカード性能を8%アップ,BBの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
578,4,9,天魔の春修行,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を10%アップ＆宝具威力を10%アップ,鈴鹿御前の絆Lv10,coming soon...,coming soon...,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
579,4,9,揺籃の夢,-,100,-,100,-,自身のArtsカード性能を20%アップ＆最大HPを3000増やす+自身がフィールドにいる間、自身をのぞく味方全体の最大HPを1000減らす【デメリット】,殺生院キアラの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,○,-
580,3,5,瓦礫の聖堂,160,800,100,500,自身に〔男性〕特防状態を15%付与する,20%,,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
581,3,5,まるごしシンジ君,300,1500,0,0,自身の防御弱体耐性を25%アップする,30%,,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-
582,3,5,アトラス院,0,0,200,1000,自身のArtsカードの宝具の威力を15%アップ,25%,,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
583,4,9,Fate/Apocrypha,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,記念クエストクリア報酬,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
584,4,9,FGO THE STAGE,-,100,-,100,-,クエストクリア時に得られるマスターEXPを50増やす,記念クエストクリア報酬,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
585,3,5,幻想種,0,0,200,1000,〔ライダー〕クラスが装備した場合宝具威力を15%アップ,25%,,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
586,4,9,シャフリヤール王の閨,-,100,-,100,-,不夜城のキャスター(キャスター)装備時のみ、自身の弱体耐性を100%アップ,不夜城のキャスターの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,○,-
587,4,9,洛陽の宮殿,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を20%アップ＆防御力を10%ダウン【デメリット】,不夜城のアサシンの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
588,4,9,戦神の軍帯,-,100,-,100,-,"エルドラドのバーサーカー(バーサーカー)装備時のみ、
自身がフィールドにいる間、味方全体のBusterカード性能を20%アップ＆防御力を10%ダウン【デメリット】",エルドラドのバーサーカーの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
589,4,9,ニーニャ号,-,100,-,100,-,自身がフィールドにいる間、味方全体のBusterカード性能を10%アップ＆NP獲得量を10%アップ,レジスタンスのライダーの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
590,5,12,カルデア・アニバーサリー,400,1600,250,1000,自身のQuickカード性能を8%アップ＆Artsカード性能を8%アップ＆NPを50%チャージした状態でバトルを開始する,10%/10%/60%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
591,4,9,アフタヌーン・パーティー,320,1200,200,750,自身に毎ターンNP獲得状態を4%付与＆Artsカードの性能を10%アップ,5%/12%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-
592,3,5,スターライト・フェスト,100,500,160,800,自身のスター集中度を100%アップ＆Quickカードの性能を2%アップ,200%/3%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
593,4,9,マンガで分かる！FGO,-,100,-,100,-,クエストクリア時に得られるマスターEXPを50増やす,イベントクエストクリア報酬,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
594,4,9,英霊正装：マシュ・キリエライト,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
595,4,9,英霊正装：アルトリア・ペンドラゴン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
596,4,9,英霊正装：アルテラ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
597,4,9,英霊正装：モードレッド,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
598,4,9,英霊正装：アーサー・ペンドラゴン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
599,4,9,英霊正装：ネロ・クラウディウス,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
600,4,9,英霊正装：シュヴァリエ・デオン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
601,4,9,英霊正装：ランスロット,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
602,4,9,英霊正装：カエサル,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
603,4,9,英霊正装：ベディヴィエール,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
604,4,9,英霊正装：アルジュナ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
605,4,9,英霊正装：イシュタル,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
606,4,9,英霊正装：エミヤ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
607,4,9,英霊正装：アタランテ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
608,4,9,英霊正装：エウリュアレ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
609,4,9,英霊正装：スカサハ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
610,4,9,英霊正装：カルナ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
611,4,9,英霊正装：アルトリア･ペンドラゴン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
612,4,9,英霊正装：アルトリア・ペンドラゴン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
613,4,9,英霊正装：ロムルス,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
614,4,9,英霊正装：メドゥーサ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
615,4,9,英霊正装：ジャガーマン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
616,4,9,英霊正装：女王メイヴ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
617,4,9,英霊正装：ケツァル・コアトル,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
618,4,9,英霊正装：マリー・アントワネット,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
619,4,9,英霊正装：牛若丸,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
620,4,9,英霊正装：ブーディカ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
621,4,9,英霊正装：エドワード・ティーチ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
622,4,9,英霊正装：レオナルド・ダ・ヴィンチ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
623,4,9,英霊正装：ニトクリス,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
624,4,9,英霊正装：ギルガメッシュ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
625,4,9,英霊正装：クー・フーリン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
626,4,9,英霊正装：メフィストフェレス,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
627,4,9,英霊正装：アマデウス,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
628,4,9,英霊正装：不夜城のアサシン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
629,4,9,英霊正装：呪腕のハサン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
630,4,9,英霊正装：ヴラド三世,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
631,4,9,英霊正装：坂田金時,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
632,4,9,英霊正装：ナイチンゲール,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
633,4,9,英霊正装：クー・フーリン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
634,4,9,英霊正装：ヘラクレス,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
635,4,9,英霊正装：フランケンシュタイン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
